Quebra 1;Quebra 2;Código;Descrição;EMB;NCM;Estoque;Estoque Mínimo;Estoque Máximo;Custo (R$);Preço (R$);Total Custo (R$);Total Venda (R$)
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16361;BM-611 MOUSE COM FIO E ENTRADA USB;UN;84716053;1,00;0,00;0,00;1,54;7,00;1,54;7,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16362;SM928002 PRESILHA;UN;71171900;72,00;0,00;0,00;0,00;8,00;0,00;576,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16363;SM768022 LIGA DE CABELO;UN;71171900;360,00;0,00;0,00;0,00;3,00;0,00;1080,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16364;SM160044 PRESILHA;UN;71171900;24,00;0,00;0,00;0,00;8,50;0,00;204,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16365;SM022044 PRESILHA;UN;71171900;120,00;0,00;0,00;0,00;6,50;0,00;780,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16366;SM202007 BRINCO;UN;71171900;48,00;0,00;0,00;0,00;18,00;0,00;864,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16368;SM220036 PULSEIRA;UN;71171900;120,00;0,00;0,00;0,45;14,50;54,00;1740,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16369;SM993006 PIRANHA;UN;71171900;144,00;0,00;0,00;0,45;7,50;64,80;1080,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16370;SM982055 PULSEIRA DE AÇO INOX;UN;71171900;24,00;0,00;0,00;0,00;16,00;0,00;384,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16373;SM022062N PIRANHA;UN;71171900;24,00;0,00;0,00;0,00;6,50;0,00;156,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16374;SM779014 PIRANHA;UN;71171900;24,00;0,00;0,00;0,00;7,50;0,00;180,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16378;SM928003 PRESILHA;UN;71171900;72,00;0,00;0,00;0,00;8,00;0,00;576,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16379;SM616060 PRESILHA DE CABELO;UN;71171900;48,00;0,00;0,00;0,00;6,50;0,00;312,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16381;SM978003 PIRANHA;UN;71171900;72,00;0,00;0,00;0,00;5,50;0,00;396,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16384;SM130005 BRINCOS;UN;71171900;48,00;0,00;0,00;0,00;11,00;0,00;528,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16386;SM050040 ANEIS;UN;71171900;100,00;0,00;0,00;0,84;6,00;84,00;600,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16389;SM130018 BRINCO;UN;71171900;24,00;0,00;0,00;0,00;13,00;0,00;312,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16391;BM-221IP E TC MICROFONE DE LAPELA SEM FIO RECARREGAVEL;UN;85181090;50,00;0,00;0,00;15,82;32,00;791,00;1600,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16414;LES-M3XC - MINI CAIXA DE SOM BLUETOOTH;UN;85271300;4,00;0,00;0,00;1,56;21,50;6,24;86,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16425;BM-F930 MINI PROCESSADOR/TRITURADOR DE ALIMENTOS;UN;85098090;50,00;0,00;0,00;0,88;9,00;44,00;450,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16432;FZ3204 CARTEIRA FEMININA;UN;42023200;1,00;0,00;0,00;14,80;23,50;14,80;23,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16471;BM-F988 CONJ DE FACAS  DE 8 EM 1;UN;82111000;8,00;0,00;0,00;4,47;69,50;35,76;556,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16480;BOM-9558 MARTELETE ELETRICO 220V 800W;UN;84672993;8,00;0,00;0,00;56,04;282,00;448,32;2256,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16495;BOM-9590 VIBRADOR DE CONCRETO;UN;84672999;2,00;0,00;0,00;111,83;297,00;223,66;594,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16503;BM-F969 CONJUNTO DE 3 SACOS PLASTICOS PARA EMBALAGEM A VACUO + 1 BOMBA DE SUCCAO;UN;39232910;30,00;0,00;0,00;3,84;37,50;115,20;1125,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16506;SNJ1-150 - SAPATEIRA ORGANIZADORA DE METAL;UN;94032090;56,00;0,00;0,00;0,00;68,50;0,00;3836,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16508;BOM-5621 CORRENTE P MOTOSERRA;UN;84679100;50,00;0,00;0,00;0,90;10,00;45,00;500,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16523;TW6314 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;15,50;84,00;465,00;2520,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16524;TW6310 SANDALIA FEMININA ADULTO;UN;64019990;10,00;0,00;0,00;16,50;22,00;165,00;220,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16527;TW6329 SANDALIA FEMININA ADULTO;UN;64019990;20,00;0,00;0,00;12,00;36,50;240,00;730,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16529;TW6304 SANDALIA FEMININA ADULTO;UN;64019990;40,00;0,00;0,00;15,00;22,00;600,00;880,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16530;TW6257 SANDALIA INFANTIL;UN;64019990;62,00;0,00;0,00;15,00;66,00;930,00;4092,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16532;TW6253 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;16,50;80,00;495,00;2400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16534;BOM-9586 MOTOESMERIL E LIXADEIRA DE CINTA 2 EM 1 - TENSAO NOMINAL: 220-240V;UN;84609090;1,00;0,00;0,00;269,61;431,00;269,61;431,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16535;TW6322 SANDALIA FEMININA ADULTO;UN;64019990;15,00;0,00;0,00;20,50;67,00;307,50;1005,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16538;TW6237 SANDALIA FEMININA ADULTO;UN;64019990;20,00;0,00;0,00;21,50;80,00;430,00;1600,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16539;TW6252 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;18,50;80,00;555,00;2400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16542;TW6327 SANDALIA FEMININA ADULTO;UN;64019990;15,00;0,00;0,00;21,50;66,00;322,50;990,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16543;TW6317 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;22,50;44,00;675,00;1320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16545;TW6256 SANDALIA FEMININA ADULTO;UN;64019990;20,00;0,00;0,00;23,50;52,50;470,00;1050,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16549;TW6255 SANDALIA FEMININA ADULTO;UN;64019990;20,00;0,00;0,00;22,50;47,00;450,00;940,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16550;TW6312 SANDALIA FEMININA ADULTO;UN;64019990;32,00;0,00;0,00;31,50;84,00;1008,00;2688,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16552;TW6225 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;32,50;80,00;975,00;2400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16556;TW6323 SANDALIA FEMININA ADULTO;UN;64019990;20,00;0,00;0,00;22,50;120,00;450,00;2400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16558;TW6251 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;16,50;39,90;495,00;1197,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16561;TW6309 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;22,50;44,00;675,00;1320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16564;TW6303  SANDALIA;UN;64019990;30,00;0,00;0,00;18,50;44,00;555,00;1320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16569;TW6311 SANDALIA FEMININA VERDE ADULTO;UN;64019990;30,00;0,00;0,00;23,50;44,00;705,00;1320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16570;TW6259 SANDALIA;UN;64019990;42,00;0,00;0,00;21,50;66,00;903,00;2772,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16572;TW6258 SANDALIA DULTO;UN;64019990;32,00;0,00;0,00;15,00;66,00;480,00;2112,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16577;TW6315 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;15,50;44,00;465,00;1320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16581;TW6328 SANDALIA;UN;64019990;20,00;0,00;0,00;12,00;36,50;240,00;730,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16582;TW6236 SANDALIA FEMININA ADULTO;UN;64019990;30,00;0,00;0,00;32,50;80,00;975,00;2400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16584;TW6305  SANDALIA;UN;64019990;30,00;0,00;0,00;20,50;24,50;615,00;735,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16599;BOM-3913 JOGO DE CHAVES COM SOQUETES (53 PECAS) BOM-3913;UN;82059000;27,00;0,00;0,00;21,56;87,00;582,12;2349,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16604;BOM-8003 PISTOLA DE AR COMPRIMIDO PARA LIMPEZA;UN;84242000;160,00;0,00;0,00;0,00;13,50;0,00;2160,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16608;SZ/315-03 ADESIVO INFANTIL;UN;39019090;1205,00;0,00;0,00;0,27;1,50;325,35;1807,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16615;MAX-0556 CARREGADOR PORTATIL POWER BANK:;UN;85076000;25,00;0,00;0,00;7,23;79,00;180,75;1975,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16627;BM-249 MICROFONE DINAMICO COM FIO - IMPEDANCIA: 600 OHMS;UN;85181090;20,00;0,00;0,00;2,78;12,00;55,60;240,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16629;001-48CANETA MARCA TEXTO 48 UN;UN;96082000;5320,00;0,00;0,00;1,80;29,00;9576,00;154280,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16634;001-24 CANETA MARCA TEXTO 24 UN;UN;96082000;4328,00;0,00;0,00;1,80;15,50;7790,40;67084,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16636;001-36 CANETA MARCA TEXTO 36 UN;UN;96082000;1440,00;0,00;0,00;0,20;32,50;288,00;46800,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16639;BM-F1124 PRATELEIRA ORGANIZADORA MULTIUSO COM RODIZIOS - 4 ANDARES -;UN;94032090;10,00;0,00;0,00;30,67;124,00;306,70;1240,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16642;BM-F1060 GUARDA ROUPA PORTATIL PA-3A;UN;39249000;5,00;0,00;0,00;32,38;126,00;161,90;630,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16665;OI-0303 - CONJUNTO 4 PECAS DE PROTETOR DE PLASTICO PARA PE DE CADEIRA;UN;39269090;30,00;0,00;0,00;1,00;6,00;30,00;180,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16677;OI-0062 - FORMA DE GELO DE PLASTICO E BORRACHA COM TAMPA;UN;39241000;828,00;0,00;0,00;5,50;5,50;4554,00;4554,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16680;OI-0274 - DISPENSER DE PLASTICO PARA COZINHA;UN;39241000;28,00;0,00;0,00;25,30;133,00;708,40;3724,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16703;OIA-8222 APONTADOR DE ELETRICO;UN;84729040;72,00;0,00;0,00;1,74;30,00;125,28;2160,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16711;C1093 BOLSA FESTA;UN;42022210;100,00;0,00;0,00;0,00;17,50;0,00;1750,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16720;OI-0439 - TELA MOSQUITEIRO DE POLIESTER PARA JANELA;UN;63049300;385,00;0,00;0,00;1,24;12,50;477,40;4812,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16722;OI-0438 - TELA MOSQUITEIRO DE POLIESTER PARA JANELA;UN;63049300;380,00;0,00;0,00;0,83;9,00;315,40;3420,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16724;OI-0122 ORGANIZADOR DE ROUPAS DE METAL;UN;73239900;10,00;0,00;0,00;1,00;126,00;10,00;1260,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16734;OI-0104 - PORTA CONDIMENTOS DE ACO INOX PARA COZINHA - COM 13 PEÇAS;UN;73239300;9,00;0,00;0,00;28,45;90,00;256,05;810,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16741;OI-0164 - FORMA DE GELO DE PLASTICO PARA COZINHA;UN;39241000;227,00;0,00;0,00;0,93;7,50;211,11;1702,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16755;C1105 BOLSA EM MATERIAL PU;UN;42022210;120,00;0,00;0,00;0,00;17,50;0,00;2100,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16757;OI-0189 - SABONETEIRA DE PLASTICO PARA BANHEIRO;UN;39249000;83,00;0,00;0,00;2,48;20,00;205,84;1660,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16781;KPA18030 PULSEIRA DE METAL 12 PCS POR DUZIA;UN;71171900;22,00;0,00;0,00;15,36;27,00;337,92;594,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16800;BMG-60 SUPORTE DE PLASTICO PARA CELULAR (UNIVERSAL);UN;39269090;25,00;0,00;0,00;2,11;16,00;52,75;400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16818;LKJ-193 DIFUSOR AROMATIZADOR DE AMBIENTE COM ILUMINACAO DE LED;UN;85098090;72,00;0,00;0,00;11,14;49,50;802,08;3564,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16819;LKJ-194 UMIDIFICADOR DE AR PURO AROMATIZADOR PORTATILCARREGAMENTO VIA USB;UN;85098090;37,00;10,00;100,00;0,00;52,00;0,00;1924,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16861;BM-F1188 CONJUNTO ESFREGAO DE LIMPEZA (MOP);UN;96039000;20,00;0,00;0,00;14,56;75,00;291,20;1500,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16876;OI-0068 - FORMA DE GELO DE PLASTICO E BORRACHA COM TAMPA;UN;39241000;517,00;0,00;0,00;0,00;5,00;0,00;2585,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16884;OIH-5610 REMOVEDOR DE FIAPOS ELETRICO;UN;85098090;150,00;10,00;100,00;2,31;22,50;346,50;3375,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16889;A21274 M BOLSA FEMININA M;UN;42022220;31,00;0,00;0,00;5,30;28,00;164,30;868,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16923;001-PCT DE BANDEIRINHA N4;UN;61034300;300,00;0,00;0,00;1,20;5,00;360,00;1500,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16934;004 TIARA  CHAPEZINHO DE PALHA;UN;61046900;500,00;0,00;0,00;1,60;9,50;800,00;4750,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16949;SLK-D107 FACA PARA PESCA E CACA;UN;82119220;30,00;0,00;0,00;2,54;29,50;76,20;885,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;16987;BOM-5622 CORRENTE  MOTOSERRA 8 1/4LP.043-45;UN;84679100;50,00;0,00;0,00;2,79;11,50;139,50;575,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17065;C801 - CROCS COM ACESSORIOS;UN;64029990;180,00;0,00;0,00;8,08;38,00;1454,40;6840,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17090;SLK-A65 FACA LAMINA FIXA PARA PESCA E CACA;UN;82119220;30,00;0,00;0,00;6,62;50,00;198,60;1500,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17097;N9018 - MEIAS MASCULINAS ESPORTIVAS CANO LONGO;UN;61159600;1298,00;0,00;0,00;0,00;8,00;0,00;10384,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17098;1020 LIVRO;UN;48202000;150,00;0,00;0,00;2,79;14,00;418,50;2100,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17162;K12 CAIXA DE SOM COM MICROFONE;UN;85182100;200,00;0,00;0,00;10,00;46,00;2000,00;9200,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17197;LX502-2 CHAVEIRO;UN;71171900;160,00;0,00;0,00;1,21;15,00;193,60;2400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17200;LX-222 LA BUBU;UN;71171900;240,00;0,00;0,00;0,97;45,00;232,80;10800,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17300;AC-8 - PRATELEIRA MULTIUSO COM VENTOSA EM PVC;UN;39249000;24,00;0,00;0,00;1,95;23,00;46,80;552,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17305;1484 REVESTIMENTO DE PVC 60*60 DS13969;UN;39189000;1782,00;0,00;0,00;0,00;79,90;0,00;142381,80
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17306;1083 NEBULIZADOR;UN;90192020;500,00;0,00;0,00;4,80;50,00;2400,00;25000,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17316;NLB-001 PRANCHA ALISADORA ELETRICA DE CABELO;UN;85163200;51,00;0,00;0,00;1,00;27,00;51,00;1377,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17317;DS12756 ROLO ADESIVO 60*4.5M;UN;39019090;240,00;0,00;0,00;0,00;18,00;0,00;4320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17322;DS12757 ROLO ADESIVO 60*4.5M;UN;39019090;360,00;0,00;0,00;2,79;18,00;1004,40;6480,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17325;AC-126-PORTA FACAS E UTENSILIOS DE COZINHA EM POLIPROPILENO;UN;39241000;60,00;0,00;0,00;3,81;23,00;228,60;1380,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17326;UTL-218-MINI PROCESSADOR DE ALIMENTOS MANUAL 3 LAMINAS;UN;82055100;80,00;0,00;0,00;1,50;18,00;120,00;1440,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17327;DS13627 ROLO ADESIVO 60*4.5M;UN;39019090;240,00;0,00;0,00;2,79;18,00;669,60;4320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17328;DS13630 ROLO ADESIVO 60*4.5M;UN;39019090;420,00;0,00;0,00;2,79;18,00;1171,80;7560,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17331;DS13631 ROLO ADESIVO 60*4.5M;UN;39019090;300,00;0,00;0,00;2,79;18,00;837,00;5400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17338;NEW-252-CARRINHO DE FERRO PARA MOVER MOVEIS;UN;87168000;76,00;0,00;0,00;1,00;41,00;76,00;3116,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17342;PT-2666 ESCOVA GRANDE PARA PET;UN;39269090;24,00;0,00;0,00;3,13;6,50;75,12;156,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17343;PT-2660 CORTADOR DE UNHAS CAES E GATOS;UN;39269090;30,00;0,00;0,00;1,23;5,50;36,90;165,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17348;LE-873V CABO DE DADOS USB PARA MICRO V8;UN;85444200;20,00;0,00;0,00;1,00;6,50;20,00;130,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17355;PT-2664 ESCOVA PET;UN;39269090;12,00;0,00;0,00;0,48;6,00;5,76;72,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17357;LE-873P CABO DE DADOS USB PARA IOS;UN;85444200;20,00;0,00;0,00;0,23;7,00;4,60;140,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17362;LE-873C CABO DE DADOS USB TYPE-C;UN;85444200;12,00;0,00;0,00;0,23;7,00;2,76;84,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17367;UTL-360-DEPILADOR MULTIUSO RECARREGAVEL 4 EM 1;UN;85103000;30,00;0,00;0,00;3,15;38,00;94,50;1140,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17446;67393-80 CANETA MARCADORA 80 UN;UN;96082000;72,00;0,00;0,00;20,09;80,00;1446,48;5760,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17448;LX-G205 PELUCIA STITC;UN;95030080;74,00;0,00;0,00;0,00;44,50;0,00;3293,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17450;LX-G03 PELUCIA;UN;95030080;124,00;0,00;0,00;0,00;24,00;0,00;2976,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17451;LX-G206 PELUCIA STITC;UN;95030080;110,00;0,00;0,00;0,00;44,50;0,00;4895,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17452;LX-G201 PELUCIA STITC;UN;95030080;109,00;0,00;0,00;0,00;44,50;0,00;4850,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17454;LX-G204 PELUCIA STITC;UN;95030080;138,00;0,00;0,00;9,06;17,70;1250,28;2442,60
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17455;67566-60 CANETA MARCADORA 60 UN;UN;96082000;60,00;0,00;0,00;15,07;90,00;904,20;5400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17463;31060-48 CANETA MARCADORA 48 UN;UN;96082000;90,00;0,00;0,00;1,80;48,00;162,00;4320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17464;31061-60 CANETA MARCADORA 60 UN;UN;96082000;60,00;0,00;0,00;1,80;60,00;108,00;3600,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 20 - GALPÃO MIDI;17465;67572-36 CANETA MARCADORA 36;UN;96082000;120,00;0,00;0,00;9,04;54,00;1084,80;6480,00
